X,Y,L
-0.104550547391317,51.5151279578667,n319
-0.104579414216772,51.5152557678045,n320
-0.25830411932678,51.5157999103019,n321
-0.258361407785109,51.5158271625454,n322
-0.25840783899943,51.5158492448045,n323
-0.258498224306825,51.5158922304578,n324
-0.258798868088151,51.5160352121971,n325
-0.122375977736368,51.4723461911681,n326
-0.12245331319753,51.4722606781425,n327
-0.12251345460514,51.4721986931103,n328
-0.122583359120411,51.4721668546453,n329
-0.122704209383797,51.4721118216591,n330
-0.080000465237776,51.4899784836966,n331
-0.080068479143837,51.4899947318606,n332
-0.080076105680598,51.4899993800109,n333
-0.080134478983982,51.4900349213046,n334
-0.080135238664507,51.4900360398333,n335
-0.080167779937512,51.4900840265999,n336
-0.117429820267806,51.6124010353008,n337
-0.117361319567503,51.6124152327462,n338
-0.117066833702789,51.6124762527101,n339
-0.11693783116506,51.612488301386,n340
-0.11675812361201,51.6125050847533,n341
-0.116447252821322,51.6125341151177,n342
-0.116352867929724,51.6125441468021,n343
-0.173378161218789,51.4821684489037,n344
-0.173325857065667,51.4821993327316,n345
-0.173317523439918,51.4822042477102,n346
-0.173239032190794,51.4822215315387,n347
-0.173234891968876,51.4822213411443,n348
-0.173163099102438,51.4822180464953,n349
-0.10602770202455,51.53298404629,n350
-0.106105543609795,51.5328594077953,n351
-0.106120370653659,51.5328356641275,n352
-0.106140541872752,51.5328033559344,n353
-0.106166704551646,51.5327614775085,n354
-0.012414441895582,51.4723555590885,n355
-0.012350558689481,51.472334862963,n356
-0.012329572151041,51.4723280593931,n357
-0.012255175662339,51.4723305930124,n358
-0.012241174952943,51.472336659534,n359
-0.012182031941533,51.4723622752263,n360
-0.12625570374949,51.4458742759799,n361
-0.125436473073902,51.4455275431215,n362
-0.125350383489429,51.4454911041786,n363
-0.124765021064768,51.4452313060704,n364
-0.124654297926033,51.4451821706348,n365
-0.124530629055281,51.4451272795261,n366
-0.10419359503895,51.5648806340674,n367
-0.104281741139671,51.5648684256177,n368
-0.104496739560357,51.5647639892678,n369
-0.104507558405957,51.564712007671,n370
-0.185670911133936,51.4575999668765,n371
-0.185600694397483,51.4576097881482,n372
-0.185439316227016,51.457632352698,n373
-0.185164920667653,51.4576550829855,n374
-0.027816188556729,51.5425498302718,n375
-0.02764811183869,51.5423485827847,n376
-0.183648161005935,51.4139007481834,n377
-0.183043830972743,51.4139093656713,n378
-0.014069166212545,51.5299524694835,n379
-0.013983115659512,51.5299420199224,n380
-0.013940285944525,51.5299323021124,n381
-0.013875723890962,51.529906470207,n382
-0.013842304589774,51.5298852572471,n383
-0.013799345586113,51.5298579745814,n384
-0.163396252860114,51.4997897187007,n385
-0.162937845515865,51.5000701730404,n386
-0.048586481846852,51.6114556151786,n387
-0.048643828564533,51.6114655610316,n388
-0.04885801196724,51.611523076401,n389
-0.049014463647399,51.611579631814,n390
-0.291931477037519,51.5103628586264,n391
-0.291892482238366,51.5103250714515,n392
-0.291874305920413,51.5103074605221,n393
-0.291874533181819,51.51027055925,n394
-0.291874868287167,51.5102184445012,n395
-0.291875066364783,51.5101869472027,n396
-0.2919107381012,51.5101467403502,n397
-0.036781342043901,51.376865210949,n398
-0.036939291396436,51.3768678577077,n399
-0.022500509594658,51.5085660091984,n400
-0.022410794610642,51.5085445597059,n401
-0.021879539244008,51.5084211777016,n402
-0.021562269293949,51.508357382615,n403
-0.021546690642513,51.5083550694811,n404
-0.020922513537133,51.508225178523,n405
-0.020722469325317,51.508185831942,n406
-0.020111444869513,51.5079866723545,n407
-0.019884550410772,51.5079019077549,n408
-0.019684898204159,51.5078535733485,n409
-0.019556467081974,51.5078244266407,n410
-0.019437396545108,51.5078017417251,n411
-0.019217075525136,51.5077834256639,n412
0.035739612442266,51.5773532194775,n413
0.035609819103906,51.5773554711857,n414
0.035392693866183,51.57734125238,n415
0.0351459229253,51.5773095620873,n416
0.034898750927564,51.5772688856018,n417
0.034665599469846,51.577218972855,n418
0.034460890081702,51.5771595738897,n419
0.034379701714587,51.5771332842116,n420
0.034197291824803,51.5770742175831,n421
0.033962537307183,51.5769883607193,n422
-0.055801829132374,51.5199414258281,n423
-0.055748367076486,51.5199515645552,n424
-0.05562744845393,51.5199745055607,n425
-0.055060709546877,51.5200820128808,n426
-0.054706702720913,51.5201480828969,n427
-0.054618389644807,51.5201645673929,n428
-0.054087202776616,51.5202637030643,n429
-0.053403628900389,51.5203955133967,n430
-0.053142497010073,51.5204458632649,n431
-0.009159663944636,51.5119468899666,n432
-0.00921582754312,51.5121276966144,n433
-0.009235493543969,51.5121909790813,n434
-0.009231184065354,51.5122898252304,n435
-0.009229616976133,51.5123257692842,n436
-0.009182886926452,51.51240591003,n437
-0.009122930710144,51.512458848249,n438
-0.009107913816501,51.5124727208055,n439
-0.008807570487009,51.5127502523794,n440
-0.008595760461305,51.5129804653327,n441
-0.008518332712222,51.5130780699001,n442
-0.00850425621285,51.5130958162013,n443
-0.008427545048122,51.5132024255408,n444
-0.008336039917861,51.5133177762646,n445
-0.336791135365762,51.4826907275101,n446
-0.33671935794365,51.4826942236365,n447
-0.336504039685066,51.4827047209431,n448
-0.336352116568064,51.482712124632,n449
-0.335630113188826,51.4827473089662,n450
0.085816665276041,51.3575781361329,n451
0.085836992696093,51.3575908499496,n452
0.085840290994333,51.3575916815191,n453
0.085891651642785,51.3576045711103,n454
0.085949276047729,51.3576146422373,n455
0.086013752580926,51.3576139795736,n456
-0.294798568007035,51.5304484722198,n457
-0.294759454033258,51.5309010802658,n458
-0.294725691815134,51.5310692223348,n459
-0.294683603912329,51.5312788238169,n460
-0.034093493911988,51.5251592289486,n461
-0.034152165325321,51.5251164272494,n462
-0.034341404203915,51.5250642042263,n463
-0.034513311336348,51.5250180842241,n464
-0.03454957258138,51.5250102657646,n465
-0.034583334493286,51.5249988893018,n466
-0.034615817790282,51.5249830580455,n467
-0.034641536207319,51.5249653059136,n468
-0.034662254100924,51.5249451678796,n469
-0.034677614609044,51.5249232314794,n470
-0.034687190005673,51.524900056083,n471
-0.034690579773231,51.5248745648597,n472
-0.1464744682828,51.4540173234633,n473
-0.146483297541383,51.4540697639147,n474
-0.146475581923984,51.4540768899464,n475
-0.146378376698648,51.4541666007487,n476
-0.107877309456946,51.4413795031776,n477
-0.107792516088949,51.4413421638477,n478
-0.10769334303185,51.441304592318,n479
-0.107423469905545,51.4412193015209,n480
-0.107333284861133,51.4411957954138,n481
-0.106982155347846,51.4411042635807,n482
-0.106764506963036,51.4410714324267,n483
-0.244890800054999,51.6164971642841,n484
-0.244931402151672,51.6165533703587,n485
-0.244958821000012,51.6166060881674,n486
-0.132877123314181,51.4860418745204,n487
-0.132810665885017,51.4860245937569,n488
-0.132769819540253,51.4860139706027,n489
-0.132676797510822,51.4860380551505,n490
-0.132670192455569,51.4860498920795,n491
-0.132646493100656,51.4860923372165,n492
-0.039779165163528,51.5127504210816,n493
-0.039851744367458,51.5127262479412,n494
-0.039854273670414,51.5127254089362,n495
-0.04001551880375,51.512732725929,n496
-0.104455521504573,51.5051691395892,n497
-0.104444285851899,51.5055120960624,n498
-0.104425463525392,51.5060871537211,n499
-0.022487873731215,51.511012327713,n500
-0.021709141124012,51.5108973258039,n501
-0.021427526362069,51.5108557322597,n502
-0.10447325890394,51.5071246781624,n503
-0.104441129835433,51.5071207237212,n504
-0.104422448772839,51.5071184254378,n505
-0.104376885743326,51.5071128240319,n506
-0.206808598759805,51.5884321437099,n507
-0.206501737996529,51.5885263704454,n508
-0.206403294734268,51.5885573103701,n509
-0.206252026592853,51.5886048520203,n510
-0.206092470358291,51.5886550004622,n511
-0.205990418610647,51.5886804175522,n512
-0.286544015809809,51.4677603589996,n513
-0.286502326845922,51.4677571239921,n514
-0.286107469570145,51.4677281255934,n515
-0.165470089574124,51.4986512284208,n516
-0.165422882172949,51.498671181691,n517
-0.165367496821949,51.4986945860233,n518
0.002067234353501,51.4451788123923,n519
0.002134119107171,51.4452017526026,n520
0.002144908286648,51.4452019909748,n521
0.002231957862928,51.4452039482914,n522
0.002257886879661,51.4452045305551,n523
0.00230996918434,51.4451845042708,n524
-0.154051350150694,51.4329676396452,n525
-0.153791803474959,51.43286725904,n526
-0.009546459317599,51.3746548301515,n527
-0.009884773690633,51.3748044994188,n528
-0.009900309931764,51.3748113730883,n529
-0.1851728462471,51.3630350781736,n530
-0.185139066092265,51.362935365762,n531
-0.185044208622021,51.3626553933456,n532
-0.061401684533971,51.5681498159598,n533
-0.061432004501999,51.5681900998166,n534
-0.231992942152925,51.3673660648511,n535
-0.23254459157871,51.3668438247212,n536
-0.08825844520048,51.5062756656862,n537
-0.088232654166773,51.5062033046533,n538
-0.088205358606935,51.5061668893961,n539
-0.088163663029378,51.5061302393892,n540
-0.088135816521746,51.5061217910412,n541
-0.088007143324988,51.5060827248709,n542
-0.114299959845344,51.4646892832065,n543
-0.114291191898668,51.4647179275068,n544
-0.114282423570069,51.4647465807928,n545
-0.114273669987779,51.4647752253227,n546
0.075690632686392,51.5748208074378,n547
0.076177296180956,51.5747382414229,n548
0.076591651288674,51.5746679601507,n549
0.078324204116684,51.574367504176,n550
0.078338624267504,51.5743672487556,n551
-0.195197403684505,51.4014445819449,n552
-0.194970495732438,51.401579689998,n553
-0.194902966325186,51.4016198988661,n554
-0.194799912717746,51.4016812596073,n555
0.091688265547059,51.5751472927854,n556
0.092524334133659,51.575293166177,n557
0.093297280784311,51.5754682260097,n558
0.094041805452466,51.5756527807291,n559
-0.249351048539434,51.4144951106363,n560
-0.249330525608666,51.4144206157554,n561
-0.449852975209305,51.4812273157072,n562
-0.449939345002464,51.4812284573281,n563
-0.450316375580872,51.4812420096998,n564
-0.450730459248157,51.4812568956302,n565
-0.451896453172702,51.4812722934298,n566
-0.45229981729494,51.4812686252205,n567
-0.267140274358388,51.4876891070818,n568
-0.267212021681362,51.4876928469763,n569
-0.268103423355357,51.4877393047836,n570
-0.268279212984069,51.487761953831,n571
-0.268418767025288,51.4877799310724,n572
-0.268776617671967,51.4878391688318,n573
-0.26909060128803,51.4879157428274,n574
-0.270177197317171,51.4881296086258,n575
0.099847177213631,51.5782912513041,n576
0.09990291942071,51.5783197768204,n577
0.099958336146095,51.5783481282813,n578
0.100035352168585,51.5783825858877,n579
0.100277498768844,51.5784909395538,n580
-0.069365593371189,51.3742592385851,n581
-0.069324184746561,51.3742530615898,n582
-0.069295741427547,51.3742488158728,n583
-0.069271653255198,51.3742452174617,n584
-0.069180528304879,51.3742551274844,n585
-0.069172664738557,51.3742559061537,n586
-0.069127088540538,51.3742838959161,n587
-0.203532831572972,51.3920928899256,n588
-0.203541797974224,51.3921535116487,n589
-0.034257501892313,51.5231703828239,n590
-0.034307768997251,51.5233420850008,n591
-0.034452024092046,51.5239674120806,n592
-0.292273742517412,51.5266439640892,n593
-0.292267923686788,51.5265771653516,n594
-0.292244637925241,51.5263699759994,n595
-0.292240704301561,51.5263360176827,n596
0.061593885131978,51.4935482901311,n597
0.061519073247655,51.4934866559812,n598
0.0614750781147,51.4934694438967,n599
0.061452585063304,51.4934600731803,n600
0.120378262579716,51.4486686973965,n601
0.120206343605263,51.4483750411799,n602
-0.288128682601041,51.467629591547,n603
-0.288159143422934,51.4675850742248,n604
-0.288195235178527,51.4675582102687,n605
-0.06036065572328,51.6449228086078,n606
-0.060361422780613,51.6449048364388,n607
-0.060368216137218,51.644806625539,n608
-0.060372615270347,51.6447431757532,n609
-0.060403178060004,51.6443020628532,n610
-0.060436715064294,51.6438179972907,n611
-0.060456910878054,51.6436834445847,n612
-0.060531557294499,51.6432890110933,n613
-0.0606335547505,51.6429309990148,n614
-0.060723366905707,51.6427121951066,n615
-0.060794856194448,51.6425379966592,n616
-0.402625340231599,51.513523155936,n617
-0.402436761547327,51.5139701991514,n618
-0.40221968336118,51.5144078616371,n619
-0.402003858998378,51.514809571888,n620
-0.401729465675581,51.5152374604219,n621
-0.401515835291547,51.5155762540783,n622
-0.078453977863627,51.5231923382392,n623
-0.078194878570575,51.523035840205,n624
-0.279070380046545,51.3777070664055,n625
-0.279223298441114,51.3778442005068,n626
-0.279404266437045,51.3779997313981,n627
-0.279780230613779,51.3783199908121,n628
-0.279889731778924,51.3784654791044,n629
-0.279943135048322,51.3785741735996,n630
-0.279969162998732,51.3786464960314,n631
-0.279987914017391,51.3787208968195,n632
-0.279994180374353,51.3787457812468,n633
-0.19164519549948,51.4032962512383,n634
-0.191688655747511,51.4032879292818,n635
-0.191731761500016,51.4032885944409,n636
-0.191760144194603,51.4032980250035,n637
-0.190364453936336,51.3843829936128,n638
-0.190124369388342,51.3846400715895,n639
-0.05941907485752,51.4987165933176,n640
-0.060441372599577,51.4986054688657,n641
-0.060577423129228,51.4985610112905,n642
0.071909314934657,51.5754791410596,n643
0.072582175594473,51.5753593457194,n644
0.073097634062966,51.5752693056211,n645
-0.187000366736398,51.4861627649502,n646
-0.187582845541915,51.4867293034536,n647
-0.299836784262385,51.6327543240078,n648
-0.299714260898088,51.6325821123011,n649
-0.299649313182786,51.6324908364742,n650
-0.299440319686593,51.6321970750033,n651
-0.298889171954306,51.6315474820353,n652
-0.298587127676399,51.6312894454547,n653
-0.298135091316657,51.630981980194,n654
-0.297610269837201,51.6305930048852,n655
-0.297496716901402,51.630508837235,n656
-0.297461096813443,51.6304425519949,n657
-0.129952416801932,51.4237215187701,n658
-0.130166268830041,51.4241206069691,n659
-0.130284300526871,51.4243522249691,n660
-0.130392665348984,51.4245648580423,n661
-0.130410147685451,51.4246020786836,n662
-0.474792783865472,51.5593874487055,n663
-0.473588210638398,51.5592128333683,n664
-0.472741962815954,51.5590669414534,n665
-0.472325900231383,51.5589985811684,n666
-0.472039615612322,51.5589319092583,n667
-0.471094550869287,51.5587217740289,n668
-0.470461984561217,51.5585568435297,n669
-0.470150701285927,51.5584756785866,n670
-0.469864724860239,51.5584000132511,n671
-0.288500792680452,51.46768897816,n672
-0.28844121669162,51.467742062981,n673
-0.288381976874989,51.4677861602714,n674
-0.110382349819211,51.5622169320347,n675
-0.110557972786467,51.5621568129234,n676
-0.110587181154049,51.5621482907913,n677
-0.218352667672749,51.5767380893248,n678
-0.21787000517716,51.5765329293366,n679
-0.092666002144795,51.5284900617937,n680
-0.092308253734818,51.5284033023084,n681
0.007695177846815,51.5153915281332,n682
0.006306334615563,51.5151227449397,n683
0.005716931889529,51.5149967309698,n684
0.005468259409572,51.5149033768842,n685
-0.070800702277737,51.51565030553,n686
-0.070672974482583,51.5156977266897,n687
-0.070621388421186,51.5157168776159,n688
-0.070388875417566,51.5157981223875,n689
-0.070184714383188,51.515878286477,n690
-0.069944438185604,51.5159944827156,n691
-0.06992517759887,51.5160017555077,n692
-0.069771765863248,51.516059697014,n693
-0.069738299410153,51.5160692269313,n694
-0.069672766631799,51.5160878961219,n695
-0.0861567141059,51.5260053289653,n696
-0.086814844320869,51.5258570229719,n697
-0.086852145029998,51.5258486208229,n698
-0.086970436587478,51.5258219627999,n699
-0.195056061979258,51.4017481534257,n700
-0.194987354556247,51.4017613124417,n701
-0.194882229082381,51.40178144624,n702
-0.194780590536078,51.4018068583608,n703
-0.194579318451394,51.4019038722481,n704
-0.124050631277726,51.4863135075695,n705
-0.124069041537697,51.4863341522639,n706
-0.124105847344055,51.4863754504007,n707
-0.32510030593796,51.4836541341723,n708
