from_node_id,to_node_id,Weight
n8677,n8676,0.0002539025711086114
n8677,n8678,0.0002532454508976663
n8678,n8677,0.0002532454508976663
n8678,n8679,5.400455681302101e-05
n8679,n8678,5.400455681302101e-05
n8679,n8680,5.6794824430562656e-05
n8680,n8679,5.6794824430562656e-05
n8680,n8681,1.7987739871066552e-05
n8681,n8680,1.7987739871066552e-05
n8681,n8682,3.597547942305655e-05
n8682,n8681,3.597547942305655e-05
n8682,n8683,0.0629910644702427
n8683,n8682,0.0629910644702427
n8683,n8684,0.00012591194108741452
n8684,n8683,0.00012591194108741452
n8684,n8685,0.3113833321623716
n8685,n8684,0.3113833321623716
n8685,n8686,0.0009458952611236069
n8686,n8685,0.0009458952611236069
n8686,n8687,0.000424499715829402
n8687,n8686,0.000424499715829402
n8687,n8688,0.0008016710194419709
n8688,n8687,0.0008016710194419709
n8688,n8689,6.219350178067901e-05
n8689,n8688,6.219350178067901e-05
n8689,n8690,0.46052341914970174
n8690,n8689,0.46052341914970174
n8690,n8691,0.0008550429140388178
n8691,n8690,0.0008550429140388178
n8691,n8692,0.0014669080416237327
n8692,n8691,0.0014669080416237327
n8692,n8693,0.00018481511208010286
n8693,n8692,0.00018481511208010286
n8693,n8694,3.924412326755198e-05
n8694,n8693,3.924412326755198e-05
n8694,n8695,5.101798743809172e-06
n8695,n8694,5.101798743809172e-06
n8695,n8696,0.0020162736485816635
n8696,n8695,0.0020162736485816635
n8696,n8697,0.002523661235869959
n8697,n8696,0.002523661235869959
n8697,n8698,0.0011992513438659116
n8698,n8697,0.0011992513438659116
n8698,n8699,0.0005764684064292099
n8699,n8698,0.0005764684064292099
n8699,n8700,0.0004688567959818545
n8700,n8699,0.0004688567959818545
n8700,n8701,0.0009307867161678096
n8701,n8700,0.0009307867161678096
n8701,n8702,0.00029042122289651474
n8702,n8701,0.00029042122289651474
n8702,n8703,0.21863783320804964
n8703,n8702,0.21863783320804964
n8703,n8704,0.00010007459075688455
n8704,n8703,0.00010007459075688455
n8704,n8705,0.000506627495803453
n8705,n8704,0.000506627495803453
n8705,n8706,0.00047024520308717056
n8706,n8705,0.00047024520308717056
n8706,n8707,0.0005885460280594887
n8707,n8706,0.0005885460280594887
n8707,n8708,0.00034744368967341415
n8708,n8707,0.00034744368967341415
n8708,n8709,0.00023007805057254747
n8709,n8708,0.00023007805057254747
n8709,n8710,0.0002950152299156143
n8710,n8709,0.0002950152299156143
n8710,n8711,0.0006079420937775296
n8711,n8710,0.0006079420937775296
n8711,n8712,0.00030246087554888746
n8712,n8711,0.00030246087554888746
n8712,n8713,0.0002589979533716778
n8713,n8712,0.0002589979533716778
n8713,n8714,0.0002217134020939919
n8714,n8713,0.0002217134020939919
n8714,n8715,0.20373548974952121
n8715,n8714,0.20373548974952121
n8715,n8716,1.1467363431504977e-05
n8716,n8715,1.1467363431504977e-05
n8716,n8717,2.5669060823407435e-05
n8717,n8716,2.5669060823407435e-05
n8717,n8718,0.0009588074372670331
n8718,n8717,0.0009588074372670331
n8718,n8719,0.23905725792003593
n8719,n8718,0.23905725792003593
n8719,n8720,6.856162868842739e-05
n8720,n8719,6.856162868842739e-05
n8720,n8721,1.2341060767476652e-05
n8721,n8720,1.2341060767476652e-05
n8721,n8722,3.8628586361041126e-05
n8722,n8721,3.8628586361041126e-05
n8722,n8723,4.318069032349753e-05
n8723,n8722,4.318069032349753e-05
n8723,n8724,8.111419670576764e-06
n8724,n8723,8.111419670576764e-06
n8724,n8725,0.2901378979231768
n8725,n8724,0.2901378979231768
n8725,n8726,0.0002020595088085556
n8726,n8725,0.0002020595088085556
n8726,n8727,0.0005055725240197616
n8727,n8726,0.0005055725240197616
n8727,n8728,0.00036249723327335027
n8728,n8727,0.00036249723327335027
n8728,n8729,0.0003197326503519086
n8729,n8728,0.0003197326503519086
n8729,n8730,0.14177245693441823
n8730,n8729,0.14177245693441823
n8730,n8731,7.189757864715865e-05
n8731,n8730,7.189757864715865e-05
n8731,n8732,0.0002305433466103958
n8732,n8731,0.0002305433466103958
n8732,n8733,0.00019283348426577437
n8733,n8732,0.00019283348426577437
n8733,n8734,0.0003561843120505836
n8734,n8733,0.0003561843120505836
n8734,n8735,0.00018735718334286414
n8735,n8734,0.00018735718334286414
n8735,n8736,0.00025910819139714463
n8736,n8735,0.00025910819139714463
n8736,n8737,2.8783386082901264e-05
n8737,n8736,2.8783386082901264e-05
n8737,n8738,0.1768915319337468
n8738,n8737,0.1768915319337468
n8738,n8739,0.00015338656953861423
n8739,n8738,0.00015338656953861423
n8739,n8740,0.15384939240631867
n8740,n8739,0.15384939240631867
n8740,n8741,2.377733662614633e-05
n8741,n8740,2.377733662614633e-05
n8741,n8742,1.6748237387279348e-05
n8742,n8741,1.6748237387279348e-05
n8742,n8743,2.2728204224635544e-05
n8743,n8742,2.2728204224635544e-05
n8743,n8744,1.717054628020177e-05
n8744,n8743,1.717054628020177e-05
n8744,n8745,0.3713171536464875
n8745,n8744,0.3713171536464875
n8745,n8746,0.0018425690070077226
n8746,n8745,0.0018425690070077226
n8746,n8747,0.0006811592399109399
n8747,n8746,0.0006811592399109399
n8747,n8748,0.001505990065156654
n8748,n8747,0.001505990065156654
n8748,n8749,0.28411403814195696
n8749,n8748,0.28411403814195696
n8749,n8750,0.0012077617093242516
n8750,n8749,0.0012077617093242516
n8750,n8751,0.03707728570955272
n8751,n8750,0.03707728570955272
n8751,n8752,5.549507347377325e-05
n8752,n8751,5.549507347377325e-05
n8752,n8753,5.504535662200482e-06
n8753,n8752,5.504535662200482e-06
n8753,n8754,5.5150399037275694e-05
n8754,n8753,5.5150399037275694e-05
n8754,n8755,1.6563263563005175e-05
n8755,n8754,1.6563263563005175e-05
n8755,n8756,5.522281257325073e-05
n8756,n8755,5.522281257325073e-05
n8756,n8757,6.708598911750339e-07
n8757,n8756,6.708598911750339e-07
n8757,n8758,0.1378265559569142
n8758,n8757,0.1378265559569142
n8758,n8759,3.842597591093561e-05
n8759,n8758,3.842597591093561e-05
n8759,n8760,9.133953691461785e-06
n8760,n8759,9.133953691461785e-06
n8760,n8761,0.00018374823765975198
n8761,n8760,0.00018374823765975198
n8761,n8762,3.731000065567309e-05
n8762,n8761,3.731000065567309e-05
n8762,n8763,8.489780788214252e-05
n8763,n8762,8.489780788214252e-05
n8763,n8764,0.06883223855006852
n8764,n8763,0.06883223855006852
n8764,n8765,4.5342294440974885e-05
n8765,n8764,4.5342294440974885e-05
n8765,n8766,3.7224824291619744e-05
n8766,n8765,3.7224824291619744e-05
n8766,n8767,8.788405421011398e-05
n8767,n8766,8.788405421011398e-05
n8767,n8768,4.792311117973194e-05
n8768,n8767,4.792311117973194e-05
n8768,n8769,5.513773460585681e-05
n8769,n8768,5.513773460585681e-05
n8769,n8770,0.05387983158651837
n8770,n8769,0.05387983158651837
n8770,n8771,0.19975863919196604
n8771,n8770,0.19975863919196604
n8771,n8772,0.00017067657317874438
n8772,n8771,0.00017067657317874438
n8772,n8773,0.00025819744395127775
n8773,n8772,0.00025819744395127775
n8773,n8774,0.3041610839583881
n8774,n8773,0.3041610839583881
n8774,n8775,0.00026839167934784885
n8775,n8774,0.00026839167934784885
n8775,n8776,0.0011076780861948294
n8776,n8775,0.0011076780861948294
n8776,n8777,0.0001303647751879594
n8777,n8776,0.0001303647751879594
n8777,n8778,1.4448161541595589e-05
n8778,n8777,1.4448161541595589e-05
n8778,n8779,0.00014448087946550148
n8779,n8778,0.00014448087946550148
n8779,n8780,0.00034563828804962105
n8780,n8779,0.00034563828804962105
n8780,n8781,0.00043281345227010135
n8781,n8780,0.00043281345227010135
n8781,n8782,0.11072580934258348
n8782,n8781,0.11072580934258348
n8782,n8783,2.3496548141596017e-05
n8783,n8782,2.3496548141596017e-05
n8783,n8784,6.699023862422317e-05
n8784,n8783,6.699023862422317e-05
n8784,n8785,1.2712774021279172e-05
n8785,n8784,1.2712774021279172e-05
n8785,n8786,0.08170366972568685
n8786,n8785,0.08170366972568685
n8786,n8787,9.375821249403951e-05
n8787,n8786,9.375821249403951e-05
n8787,n8788,7.546397231149844e-05
n8788,n8787,7.546397231149844e-05
n8788,n8789,7.176300177921958e-05
n8789,n8788,7.176300177921958e-05
n8789,n8790,0.00019570132026626387
n8790,n8789,0.00019570132026626387
n8790,n8791,0.1439600861796069
n8791,n8790,0.1439600861796069
n8791,n8792,0.00010257544433277237
n8792,n8791,0.00010257544433277237
n8792,n8793,0.00011868521822916978
n8793,n8792,0.00011868521822916978
n8793,n8794,0.19352043319980222
n8794,n8793,0.19352043319980222
n8794,n8795,4.801765629267736e-05
n8795,n8794,4.801765629267736e-05
n8795,n8796,0.00019614851193770186
n8796,n8795,0.00019614851193770186
n8796,n8797,0.0010244842748798983
n8797,n8796,0.0010244842748798983
n8797,n8798,0.00021936488902942074
n8798,n8797,0.00021936488902942074
n8798,n8799,0.17149380742370063
n8799,n8798,0.17149380742370063
n8799,n8800,0.07275379736499207
n8800,n8799,0.07275379736499207
n8800,n8801,0.00038773002124033325
n8801,n8800,0.00038773002124033325
n8801,n8802,0.0857843059775933
n8802,n8801,0.0857843059775933
n8802,n8803,0.00039746757532838295
n8803,n8802,0.00039746757532838295
n8803,n8804,0.23178380897843318
n8804,n8803,0.23178380897843318
n8804,n8805,0.00019326977152311572
n8805,n8804,0.00019326977152311572
n8805,n8806,0.00022141789624913644
n8806,n8805,0.00022141789624913644
n8806,n8807,0.00013231938723421417
n8807,n8806,0.00013231938723421417
n8807,n8808,0.00044157605568332444
n8808,n8807,0.00044157605568332444
n8808,n8809,0.29868029762621556
n8809,n8808,0.29868029762621556
n8809,n8810,0.0004475591197278455
n8810,n8809,0.0004475591197278455
n8810,n8811,0.00040884822234543586
n8811,n8810,0.00040884822234543586
n8811,n8812,0.0008668546295429784
n8812,n8811,0.0008668546295429784
n8812,n8813,0.00025592883283157567
n8813,n8812,0.00025592883283157567
n8813,n8814,0.0010479664694872514
n8814,n8813,0.0010479664694872514
n8814,n8815,0.0005075580376162031
n8815,n8814,0.0005075580376162031
n8815,n8816,0.09040554892977111
n8816,n8815,0.09040554892977111
n8816,n8817,0.0002193115552311571
n8817,n8816,0.0002193115552311571
n8817,n8818,0.00014037765075662243
n8818,n8817,0.00014037765075662243
n8818,n8819,0.04907665028072325
n8819,n8818,0.04907665028072325
n8819,n8820,0.00043577984435311224
n8820,n8819,0.00043577984435311224
n8820,n8821,0.00013380491127512552
n8821,n8820,0.00013380491127512552
n8821,n8822,0.11712020248536834
n8822,n8821,0.11712020248536834
n8822,n8823,0.000967224458999152
n8823,n8822,0.000967224458999152
n8823,n8824,0.08907754657056907
n8824,n8823,0.08907754657056907
n8824,n8825,1.9367312576713668e-05
n8825,n8824,1.9367312576713668e-05
n8825,n8826,1.4944483146123557e-05
n8826,n8825,1.4944483146123557e-05
n8826,n8827,9.454921061545401e-05
n8827,n8826,9.454921061545401e-05
n8827,n8828,1.7987973574995073e-05
n8828,n8827,1.7987973574995073e-05
n8828,n8829,0.11828159906922381
n8829,n8828,0.11828159906922381
n8829,n8830,0.00012803918908928035
n8830,n8829,0.00012803918908928035
n8830,n8831,0.0006968185824094499
n8831,n8830,0.0006968185824094499
n8831,n8832,0.3025579781823282
n8832,n8831,0.3025579781823282
n8832,n8833,0.5543075945750602
n8833,n8832,0.5543075945750602
n8833,n8834,5.8541492547523866e-05
n8834,n8833,5.8541492547523866e-05
n8834,n8835,0.00010089312785797026
n8835,n8834,0.00010089312785797026
n8835,n8836,0.0001011000388670308
n8836,n8835,0.0001011000388670308
n8836,n8837,4.3975214348521366e-05
n8837,n8836,4.3975214348521366e-05
n8837,n8838,0.09814808993756233
n8838,n8837,0.09814808993756233
n8838,n8839,0.0007177348977234838
n8839,n8838,0.0007177348977234838
n8839,n8840,0.0001284428180339211
n8840,n8839,0.0001284428180339211
n8840,n8841,0.00012344389460351346
n8841,n8840,0.00012344389460351346
n8841,n8842,3.824141894508508e-05
n8842,n8841,3.824141894508508e-05
n8842,n8843,0.00010135738015651992
n8843,n8842,0.00010135738015651992
n8843,n8844,8.507565337969427e-05
n8844,n8843,8.507565337969427e-05
n8844,n8845,9.84191610220654e-06
n8845,n8844,9.84191610220654e-06
n8845,n8846,0.0005448066649999725
n8846,n8845,0.0005448066649999725
n8846,n8847,0.00016277676099108785
n8847,n8846,0.00016277676099108785
n8847,n8848,0.4407766532566167
n8848,n8847,0.4407766532566167
n8848,n8849,0.00015513996221455046
n8849,n8848,0.00015513996221455046
n8849,n8850,6.872826268798093e-05
n8850,n8849,6.872826268798093e-05
n8850,n8851,0.00024837046847550327
n8851,n8850,0.00024837046847550327
n8851,n8852,0.0001445526018324707
n8852,n8851,0.0001445526018324707
n8852,n8853,6.043008630864856e-05
n8853,n8852,6.043008630864856e-05
n8853,n8854,0.0001139136487638586
n8854,n8853,0.0001139136487638586
n8854,n8855,0.1358017558436814
n8855,n8854,0.1358017558436814
n8855,n8856,6.310778278803672e-05
n8856,n8855,6.310778278803672e-05
n8856,n8857,0.00012008047178014757
n8857,n8856,0.00012008047178014757
n8857,n8858,7.218351036619892e-05
n8858,n8857,7.218351036619892e-05
n8858,n8859,0.00015928911053931575
n8859,n8858,0.00015928911053931575
n8859,n8860,0.00010310015591210418
n8860,n8859,0.00010310015591210418
n8860,n8861,0.15589328737738195
n8861,n8860,0.15589328737738195
n8861,n8862,0.000599656987825835
n8862,n8861,0.000599656987825835
n8862,n8863,0.12217206520552937
n8863,n8862,0.12217206520552937
n8863,n8864,0.00017514176625299521
n8864,n8863,0.00017514176625299521
n8864,n8865,9.0874275298854e-05
n8865,n8864,9.0874275298854e-05
n8865,n8866,0.2536635619047662
n8866,n8865,0.2536635619047662
n8866,n8867,0.00043862458869149505
n8867,n8866,0.00043862458869149505
n8867,n8868,0.00012728838996839252
n8868,n8867,0.00012728838996839252
n8868,n8869,0.10207009574078836
n8869,n8868,0.10207009574078836
n8869,n8870,0.19178457366492352
n8870,n8869,0.19178457366492352
n8870,n8871,6.117682704050868e-05
n8871,n8870,6.117682704050868e-05
n8871,n8872,9.280808448324162e-06
n8872,n8871,9.280808448324162e-06
n8872,n8873,3.976025014297601e-05
n8873,n8872,3.976025014297601e-05
n8873,n8874,9.466487970879716e-06
n8874,n8873,9.466487970879716e-06
n8874,n8875,4.809716046076367e-05
n8875,n8874,4.809716046076367e-05
n8875,n8876,0.22634436480459075
n8876,n8875,0.22634436480459075
n8876,n8877,9.294863426744342e-05
n8877,n8876,9.294863426744342e-05
n8877,n8878,0.47065186776937173
n8878,n8877,0.47065186776937173
n8878,n8879,0.00024439160708360924
n8879,n8878,0.00024439160708360924
n8879,n8880,0.0007236764389127059
n8880,n8879,0.0007236764389127059
n8880,n8881,0.0003546905774354219
n8881,n8880,0.0003546905774354219
n8881,n8882,0.0007193726531591013
n8882,n8881,0.0007193726531591013
n8882,n8883,0.0002060599523657068
n8883,n8882,0.0002060599523657068
n8883,n8884,0.00022896073020336024
n8884,n8883,0.00022896073020336024
n8884,n8885,0.6694055838207885
n8885,n8884,0.6694055838207885
n8885,n8886,4.820009518311828e-06
n8886,n8885,4.820009518311828e-06
n8886,n8887,6.892045248383131e-05
n8887,n8886,6.892045248383131e-05
n8887,n8888,0.00011209371691431203
n8888,n8887,0.00011209371691431203
n8888,n8889,0.00022336607113115721
n8889,n8888,0.00022336607113115721
n8889,n8890,0.00024575260853859534
n8890,n8889,0.00024575260853859534
n8890,n8891,0.00011180909271132367
n8891,n8890,0.00011180909271132367
n8891,n8892,0.0007439481382404238
n8892,n8891,0.0007439481382404238
n8892,n8893,5.020242821834763e-05
n8893,n8892,5.020242821834763e-05
n8893,n8894,2.8229446033756245e-05
n8894,n8893,2.8229446033756245e-05
n8894,n8895,0.35743926745033755
n8895,n8894,0.35743926745033755
n8895,n8896,2.0563469289234652e-05
n8896,n8895,2.0563469289234652e-05
n8896,n8897,0.00012975466922737327
n8897,n8896,0.00012975466922737327
n8897,n8898,6.698883750616364e-05
n8898,n8897,6.698883750616364e-05
n8898,n8899,4.261161753979182e-06
n8899,n8898,4.261161753979182e-06
n8899,n8900,0.11068454339421657
n8900,n8899,0.11068454339421657
n8900,n8901,0.00014556579689319003
n8901,n8900,0.00014556579689319003
n8901,n8902,3.663996469094375e-05
n8902,n8901,3.663996469094375e-05
n8902,n8903,0.0006842025031670413
n8903,n8902,0.0006842025031670413
n8903,n8904,0.317497785116193
n8904,n8903,0.317497785116193
n8904,n8905,0.16094897004140435
n8905,n8904,0.16094897004140435
n8905,n8906,0.00014396178511513324
n8906,n8905,0.00014396178511513324
n8906,n8907,0.0002447139889483448
n8907,n8906,0.0002447139889483448
n8907,n8908,0.27392945084987097
n8908,n8907,0.27392945084987097
n8908,n8909,3.8053038971028095e-05
n8909,n8908,3.8053038971028095e-05
n8909,n8910,4.711206018279942e-06
n8910,n8909,4.711206018279942e-06
n8910,n8911,5.7087541218212076e-05
n8911,n8910,5.7087541218212076e-05
n8911,n8912,3.1760911641863723e-06
n8912,n8911,3.1760911641863723e-06
n8912,n8913,6.170750423267555e-05
n8913,n8912,6.170750423267555e-05
n8913,n8914,0.16567765357182457
n8914,n8913,0.16567765357182457
n8914,n8915,7.49114613070483e-05
n8915,n8914,7.49114613070483e-05
n8915,n8916,6.749317038461535e-05
n8916,n8915,6.749317038461535e-05
n8916,n8917,0.0001659917872914517
n8917,n8916,0.0001659917872914517
n8917,n8918,0.0001186357810042609
n8918,n8917,0.0001186357810042609
n8918,n8919,8.720340103642725e-05
n8919,n8918,8.720340103642725e-05
n8919,n8920,0.00014201143953066747
n8920,n8919,0.00014201143953066747
n8920,n8921,0.145012141080609
n8921,n8920,0.145012141080609
n8921,n8922,2.3294778695169842e-05
n8922,n8921,2.3294778695169842e-05
n8922,n8923,0.0003441701399660679
n8923,n8922,0.0003441701399660679
n8923,n8924,0.0005462976507453041
n8924,n8923,0.0005462976507453041
n8924,n8925,0.2586017556338886
n8925,n8924,0.2586017556338886
n8925,n8926,0.000364693983020458
n8926,n8925,0.000364693983020458
n8926,n8927,0.0004997372974920843
n8927,n8926,0.0004997372974920843
n8927,n8928,0.00036960935003306554
n8928,n8927,0.00036960935003306554
n8928,n8929,0.00016506273879681124
n8929,n8928,0.00016506273879681124
n8929,n8930,0.0002550964105754497
n8930,n8929,0.0002550964105754497
n8930,n8931,0.00037639882173345283
n8931,n8930,0.00037639882173345283
n8931,n8932,0.0003385188344717565
n8932,n8931,0.0003385188344717565
n8932,n8933,0.00034517502465570014
n8933,n8932,0.00034517502465570014
n8933,n8934,0.0003191571137955476
n8934,n8933,0.0003191571137955476
n8934,n8935,0.0002768932616840983
n8935,n8934,0.0002768932616840983
n8935,n8936,0.0002688756008921404
n8936,n8935,0.0002688756008921404
n8936,n8937,0.00015604297515380464
n8937,n8936,0.00015604297515380464
n8937,n8938,0.00026690589710694993
n8938,n8937,0.00026690589710694993
n8938,n8939,0.0001833445710914882
n8939,n8938,0.0001833445710914882
n8939,n8940,0.0003632613455471635
n8940,n8939,0.0003632613455471635
n8940,n8941,0.00023017377506205815
n8941,n8940,0.00023017377506205815
n8941,n8942,0.00025040653530186534
n8942,n8941,0.00025040653530186534
n8942,n8943,0.0001885598083872325
n8943,n8942,0.0001885598083872325
n8943,n8944,0.00019621377747010575
n8944,n8943,0.00019621377747010575
n8944,n8945,0.000115226751905318
n8945,n8944,0.000115226751905318
n8945,n8946,3.840890666651381e-05
n8946,n8945,3.840890666651381e-05
n8946,n8947,0.0002221434826276289
n8947,n8946,0.0002221434826276289
n8947,n8948,0.000399497681596958
n8948,n8947,0.000399497681596958
n8948,n8949,0.00012077628617842235
n8949,n8948,0.00012077628617842235
n8949,n8950,0.0004392197057537206
n8950,n8949,0.0004392197057537206
n8950,n8951,0.10262613798344777
n8951,n8950,0.10262613798344777
n8951,n8952,0.00013364059233323167
n8952,n8951,0.00013364059233323167
n8952,n8953,0.19933051365077298
n8953,n8952,0.19933051365077298
n8953,n8954,0.000511073974798961
n8954,n8953,0.000511073974798961
n8954,n8955,0.2960074388566469
n8955,n8954,0.2960074388566469
n8955,n8956,0.2678259091320256
n8956,n8955,0.2678259091320256
n8956,n8957,4.497368953659942e-05
n8957,n8956,4.497368953659942e-05
n8957,n8958,6.296316513335317e-05
n8958,n8957,6.296316513335317e-05
n8958,n8959,0.0003327306628974183
n8959,n8958,0.0003327306628974183
n8959,n8960,0.0001711191108403431
n8960,n8959,0.0001711191108403431
n8960,n8961,0.0002219161538570436
n8961,n8960,0.0002219161538570436
n8961,n8962,4.792371170195985e-05
n8962,n8961,4.792371170195985e-05
n8962,n8963,0.00010793684472020648
n8963,n8962,0.00010793684472020648
n8963,n8964,0.03693691585293671
n8964,n8963,0.03693691585293671
n8964,n8965,0.00046529624090752117
n8965,n8964,0.00046529624090752117
n8965,n8966,0.00039048719692978207
n8966,n8965,0.00039048719692978207
n8966,n8967,0.00016126283646182907
n8967,n8966,0.00016126283646182907
n8967,n8968,0.12012537830758128
n8968,n8967,0.12012537830758128
n8968,n8969,9.071708165654237e-06
n8969,n8968,9.071708165654237e-06
n8969,n8970,0.00039768490831592983
n8970,n8969,0.00039768490831592983
n8970,n8971,8.386866220630648e-05
n8971,n8970,8.386866220630648e-05
n8971,n8972,0.25901085958226794
n8972,n8971,0.25901085958226794
n8972,n8973,4.3237385855361015e-05
n8973,n8972,4.3237385855361015e-05
n8973,n8974,9.473145356266271e-06
n8974,n8973,9.473145356266271e-06
n8974,n8975,4.8469565467311376e-05
n8975,n8974,4.8469565467311376e-05
n8975,n8976,1.1203622889079267e-06
n8976,n8975,1.1203622889079267e-06
n8976,n8977,3.974755182312373e-05
n8977,n8976,3.974755182312373e-05
n8977,n8978,0.20123878817270108
n8978,n8977,0.20123878817270108
n8978,n8979,0.00024820214927337816
n8979,n8978,0.00024820214927337816
n8979,n8980,0.00015570153359490988
n8980,n8979,0.00015570153359490988
n8980,n8981,0.00024201162368557816
n8981,n8980,0.00024201162368557816
n8981,n8982,0.00017299803552757055
n8982,n8981,0.00017299803552757055
n8982,n8983,0.00014710305076024645
n8983,n8982,0.00014710305076024645
n8983,n8984,0.00016721521720071986
n8984,n8983,0.00016721521720071986
n8984,n8985,0.00013377478229793303
n8985,n8984,0.00013377478229793303
n8985,n8986,0.03327700720110072
n8986,n8985,0.03327700720110072
n8986,n8987,0.2816523417533755
n8987,n8986,0.2816523417533755
n8987,n8988,9.29263154631244e-05
n8988,n8987,9.29263154631244e-05
n8988,n8989,9.29264188492893e-05
n8989,n8988,9.29264188492893e-05
n8989,n8990,0.00017641961724937526
n8990,n8989,0.00017641961724937526
n8990,n8991,0.00012851857456153745
n8991,n8990,0.00012851857456153745
n8991,n8992,5.507945618167757e-05
n8992,n8991,5.507945618167757e-05
n8992,n8993,0.00011401941483145434
n8993,n8992,0.00011401941483145434
n8993,n8994,0.21795756279743925
n8994,n8993,0.21795756279743925
n8994,n8995,0.00013615638758099178
n8995,n8994,0.00013615638758099178
n8995,n8996,0.050467481454746194
n8996,n8995,0.050467481454746194
n8996,n8997,0.0001155788439603067
n8997,n8996,0.0001155788439603067
n8997,n8998,0.00017232464135006375
n8998,n8997,0.00017232464135006375
n8998,n8999,0.0005903591092721211
n8999,n8998,0.0005903591092721211
n8999,n9000,0.000142810855835836
n9000,n8999,0.000142810855835836
n9000,n9001,0.00030611979830036796
n9001,n9000,0.00030611979830036796
n9001,n9002,6.32651173157507e-05
n9002,n9001,6.32651173157507e-05
n9002,n9003,0.21924853909580413
n9003,n9002,0.21924853909580413
n9003,n9004,8.50449294734962e-05
n9004,n9003,8.50449294734962e-05
n9004,n9005,0.00012725072401598074
n9005,n9004,0.00012725072401598074
n9005,n9006,0.0001773238742153903
n9006,n9005,0.0001773238742153903
n9006,n9007,0.00011519857409904184
n9007,n9006,0.00011519857409904184
n9007,n9008,0.2703128716974005
n9008,n9007,0.2703128716974005
n9008,n9009,4.496455714140056e-05
n9009,n9008,4.496455714140056e-05
n9009,n9010,4.088154203309695e-05
n9010,n9009,4.088154203309695e-05
n9010,n9011,5.235581881636306e-05
n9011,n9010,5.235581881636306e-05
n9011,n9012,5.747704749001451e-05
n9012,n9011,5.747704749001451e-05
n9012,n9013,6.156445111634477e-05
n9013,n9012,6.156445111634477e-05
n9013,n9014,0.1256689713679661
n9014,n9013,0.1256689713679661
n9014,n9015,3.387901425820965e-06
n9015,n9014,3.387901425820965e-06
n9015,n9016,5.3597214052017805e-05
n9016,n9015,5.3597214052017805e-05
n9016,n9017,1.443216074154251e-06
n9017,n9016,1.443216074154251e-06
n9017,n9018,0.04499360556151815
n9018,n9017,0.04499360556151815
n9018,n9019,0.0001931746077262368
n9019,n9018,0.0001931746077262368
n9019,n9020,0.00038116470585618706
n9020,n9019,0.00038116470585618706
n9020,n9021,0.0013358668800644634
n9021,n9020,0.0013358668800644634
n9021,n9022,0.00029451674684612334
n9022,n9021,0.00029451674684612334
n9022,n9023,0.00018930536858142338
n9023,n9022,0.00018930536858142338
n9023,n9024,6.871418548814483e-05
n9024,n9023,6.871418548814483e-05
n9024,n9025,0.00010003209427481576
n9025,n9024,0.00010003209427481576
n9025,n9026,3.203891100882064e-05
n9026,n9025,3.203891100882064e-05
n9026,n9027,5.231652823726019e-05
n9027,n9026,5.231652823726019e-05
n9027,n9028,0.05548257065677014
n9028,n9027,0.05548257065677014
n9028,n9029,0.00038963427765505545
n9029,n9028,0.00038963427765505545
n9029,n9030,0.0007454174664415093
n9030,n9029,0.0007454174664415093
n9030,n9031,0.00021297347086185044
n9031,n9030,0.00021297347086185044
n9031,n9032,0.11379349847482038
n9032,n9031,0.11379349847482038
n9032,n9033,0.0001165450965114902
n9033,n9032,0.0001165450965114902
n9033,n9034,7.63093074681047e-05
n9034,n9033,7.63093074681047e-05
n9034,n9035,8.56407552614453e-05
n9035,n9034,8.56407552614453e-05
n9035,n9036,2.927556211316109e-05
n9036,n9035,2.927556211316109e-05
n9036,n9037,3.4328487371151345e-05
n9037,n9036,3.4328487371151345e-05
n9037,n9038,3.686460980404273e-05
n9038,n9037,3.686460980404273e-05
n9038,n9039,0.0002876919963983946
n9039,n9038,0.0002876919963983946
n9039,n9040,0.1112824831631868
n9040,n9039,0.1112824831631868
n9040,n9041,0.00026138086801096673
n9041,n9040,0.00026138086801096673
n9041,n9042,0.0004912479598823546
n9042,n9041,0.0004912479598823546
n9042,n9043,0.0002449289073299734
n9043,n9042,0.0002449289073299734
n9043,n9044,0.00015848338652230175
n9044,n9043,0.00015848338652230175
n9044,n9045,0.00031696671622615506
n9045,n9044,0.00031696671622615506
n9045,n9046,0.00037459577987309896
n9046,n9045,0.00037459577987309896
n9046,n9047,0.0001877285639297276
n9047,n9046,0.0001877285639297276
n9047,n9048,0.00036111804208947547
n9048,n9047,0.00036111804208947547
n9048,n9049,0.00043528416975627986
n9049,n9048,0.00043528416975627986
n9049,n9050,0.00041119452692123335
n9050,n9049,0.00041119452692123335
n9050,n9051,0.0002636137478739
n9051,n9050,0.0002636137478739
n9051,n9052,0.0002075385119236746
n9052,n9051,0.0002075385119236746
n9052,n9053,0.001856855554821566
n9053,n9052,0.001856855554821566
n9053,n9054,0.000960433230846236
n9054,n9053,0.000960433230846236
n9054,n9055,0.000458934695010002
n9055,n9054,0.000458934695010002
n9055,n9056,0.00028357269522096115
n9056,n9055,0.00028357269522096115
n9056,n9057,0.0007626298458758852
n9057,n9056,0.0007626298458758852
n9057,n9058,0.0004393375866414175
n9058,n9057,0.0004393375866414175
n9058,n9059,0.0003925465354586361
n9059,n9058,0.0003925465354586361
n9059,n9060,0.0008399543066043939
n9060,n9059,0.0008399543066043939
n9060,n9061,0.0003904965267587652
n9061,n9060,0.0003904965267587652
n9061,n9062,0.00021713335389771457
